-19.24302464351058;1
-4.0087047591805458;1
-8.3253858424723148;1
3.9370865374803543;0
-5.4467890970408916;1
-21.814360432326794;1
-7.338575292378664;1
5.8226472139358521;0
-25.674655046314001;1
-23.15224576741457;1
7.2679383121430874;0
-4.0854830294847488;1
-24.674795251339674;1
0.86601737886667252;0
-26.064473111182451;1
9.6579281985759735;0
-15.216927882283926;1
-13.44229880720377;1
-21.664518211036921;1
4.680425301194191;0
-19.249543081969023;1
-20.03122340887785;1
-16.264775265008211;1
-3.3536431193351746;1
7.4272454716265202;0
-29.02940709143877;1
2.2238937579095364;0
-16.216757073998451;1
-29.276775997132063;1
7.903432585299015;0
0.54730413481593132;0
-1.1699829995632172;1
-2.1960229240357876;1
1.5169408544898033;0
-25.697715673595667;1
7.1571434289216995;0
-15.628838967531919;1
6.9574304297566414;0
4.2403869144618511;0
-10.191390514373779;1
-26.572847571223974;1
-7.4479388073086739;1
8.4309745393693447;0
-29.784207418560982;1
-10.725928526371717;1
4.1398948803544044;0
4.0336808376014233;0
3.333202451467514;0
-29.502819534391165;1
-26.300175227224827;1
-7.5697536207735538;1
5.9460983425378799;0
-14.317342769354582;1
1.0253803804516792;0
1.4657296054065228;0
6.8999812006950378;0
-24.380256440490484;1
-2.8035928681492805;1
-1.4509072341024876;1
-23.99803914129734;1
5.7372686453163624;0
-1.4023789390921593;1
8.3631628565490246;0
-29.656001776456833;1
-7.4754524789750576;1
0.23403849452733994;0
-11.066032443195581;1
-3.2019775360822678;1
7.6866544969379902;0
-22.906719259917736;1
9.4329231977462769;0
3.7840715982019901;0
-17.69524622708559;1
-23.90246445313096;1
0.60341767966747284;0
-14.893287997692823;1
-9.1542970761656761;1
2.1136310510337353;0
4.4607929885387421;0
-12.467681523412466;1
-22.455857433378696;1
-1.6125775314867496;1
-28.364476785063744;1
-28.880763184279203;1
-21.871339194476604;1
-4.2208950407803059;1
-26.158238351345062;1
-10.816435720771551;1
-17.924900837242603;1
-9.545035008341074;1
-22.846292033791542;1
-22.389326971024275;1
6.0001072660088539;0
-6.5276587195694447;1
2.7038504183292389;0
8.1511085666716099;0
-3.6484274640679359;1
-11.276039276272058;1
-6.4469169825315475;1
